Filename,Distance
data/jpg/image_0001.jpg,0.0
data/jpg/image_0928.jpg,178.12
data/jpg/image_0876.jpg,188.55
data/jpg/image_0773.jpg,190.08
data/jpg/image_0142.jpg,190.21
data/jpg/image_1316.jpg,190.22
