Filename,Distance
data/jpg/image_0001.jpg,0.0
data/jpg/image_0037.jpg,0.13
data/jpg/image_0016.jpg,0.14
data/jpg/image_0036.jpg,0.16
data/jpg/image_0017.jpg,0.16
data/jpg/image_0049.jpg,0.16
